#Prov. Des.     q       Q      H     Epoch      M    Peri. Node   Incl.  e      a    
1998 KS65   42.251  45.274   7.7   20060306   16.7  193.0 102.6   1.2 0.035  43.762 
1998 KG62   41.249  45.529   6.6   20060306  220.9  118.6 336.7   0.8 0.049  43.389 
1998 KY61   42.282  46.371   7.3   20060306  188.1    2.0 122.9   2.1 0.046  44.326 
1998 HR151  39.934  51.079   8.6   19980527    0.1  359.7 194.7   6.6 0.122  45.506 
1998 HQ151  28.208  51.233   8.8   20060306   19.0  346.4 228.8  11.9 0.290  39.721 
1998 HO151  37.967  45.260   8.2   20060306  210.2  223.7 123.4  16.7 0.088  41.613 
1998 HN151  36.367  39.981   8.7   20060306  212.2  303.8  37.4  24.9 0.047  38.174 
1998 HL151  37.198  44.832   8.1   20060306   49.3  134.7  16.3  27.9 0.093  41.015 
1998 HH151  31.973  47.375   8.4   20060306  348.6   33.1 194.8   8.8 0.194  39.674 
1998 FS144  41.210  42.804   6.7   20060306   88.1  218.3 229.0   9.8 0.019  42.007 
1997 UG25   43.307  43.307   8.5   19971019    0.0    5.4  59.9   0.6 0.0    43.307 
1997 UF25   44.891  44.891   9.0   19971019    0.0  186.0 239.4   1.2 0.0    44.891 
1997 TX8    31.986  46.637   8.5   19970929    0.3  117.4 239.9   9.0 0.186  39.312 
1997 SZ10   30.472  64.804   8.6   20060306   18.9  341.3   9.5  11.8 0.360  47.638 
1997 RL13   44.516  44.516   9.5   19970820    0.0   51.7 312.5   5.7 0.0    44.516 
1997 RX9    39.106  43.829   8.3   20060306  115.4   69.8 163.9  30.0 0.057  41.468 
1997 RY6    41.360  41.360   7.5   19970929    2.2   37.9 318.5  12.4 0.0    41.360 
1997 RT5    39.998  42.334   7.3   20060306  176.3   14.5 163.8  12.8 0.028  41.166 
1997 QH4    39.261  45.840   7.1   20060306  305.4   73.8 355.7  13.2 0.077  42.551 
1997 GA45   39.894  47.883   8.0   19970402  360.0    0.3 177.1   8.3 0.091  43.889 
1997 CW29   36.271  42.480   6.5   19970221  179.7  188.5 110.7  19.0 0.079  39.375 
1997 CV29   40.228  44.514   7.4   20060306  355.2   34.4 121.2   8.0 0.051  42.371 
1997 CT29   42.579  45.203   6.6   20060306  231.0  201.1  74.8   1.0 0.030  43.891 
1996 TC68   38.934  45.007   6.2   19961004  360.0   17.3 342.2  21.8 0.072  41.970 
1996 TS66   38.304  49.134   6.4   20060306  346.9  141.4 285.9   7.3 0.124  43.719 
1996 TK66   41.754  43.340   6.2   20060306  123.6  206.7  44.5   3.3 0.019  42.547 
1996 RR20   32.403  46.459   6.7   20060306  127.8   48.1 163.6   5.3 0.178  39.431 
1996 RQ20   39.437  47.923   7.0   20060306   13.0  358.2  11.6  31.7 0.097  43.680 
1996 KY1    35.712  43.322   8.0   19960517    0.0    6.0 248.6  30.9 0.096  39.517 
1996 KX1    35.704  43.381   8.5   19960517  360.0   17.9 197.5   1.5 0.097  39.543 
1996 KV1    40.204  50.622   7.3   20060306  345.7  193.0  92.6   8.1 0.115  45.413 
1995 YY3    30.719  47.734   8.5   20060306   16.0  322.0  99.7   0.4 0.217  39.226 
1995 WY2    40.417  52.408   7.2   20060306  275.7  110.1  78.8   1.6 0.129  46.412 
1995 KK1    31.981  46.969   8.5   19950523   21.7  328.4 228.1   9.3 0.190  39.475 
1995 KJ1    43.468  43.468   6.5   19950612    0.0  180.6  47.8   2.7 0.0    43.468 
1995 HM5    29.598  50.140   8.3   20060306  338.8   59.4 186.6   4.8 0.258  39.869 
1995 GY7    41.347  41.347   7.5   19950324    0.0  203.5  34.5   0.9 0.0    41.347 
1995 GA7    34.751  44.160   7.5   19950324   63.9  100.2  21.0   3.5 0.119  39.455 
1995 GJ     39.006  46.808   7.0   19950324  360.0  180.3 338.9  22.9 0.091  42.907 
1995 FB21   42.426  42.426   7.5   19950324    0.0  209.6  28.4   0.7 0.0    42.426 
1995 DC2    41.548  47.126   7.2   20060306  263.7  115.2 154.2   2.3 0.063  44.337 
1995 DB2    40.198  53.028   7.6   20060306    9.9    3.6 128.6   4.1 0.138  46.613 
1994 TG2    42.448  42.448   7.0   19941015    0.0  358.7 353.3   2.2 0.0    42.448 
1994 TH     40.940  40.940   7.0   19940925    0.0  356.6  12.1  16.1 0.0    40.940 
1994 TG     42.254  42.254   7.0   19940925    0.0  353.0  15.5   6.8 0.0    42.254 
1994 EV3    41.625  44.708   7.2   20060306  180.1   13.0  19.5   1.7 0.036  43.167 
1994 ES2    40.711  51.492   7.5   20060306  293.0   97.6 154.7   1.1 0.117  46.101 
1993 RP     34.863  43.795   9.0   19930910  360.0  180.6 192.1   2.6 0.114  39.329 
1993 RO     31.462  46.628   8.4   20060306   12.8  188.0 170.4   3.7 0.194  39.045 
1993 FW     41.642  46.428   7.0   20060306  338.9   40.5 187.9   7.7 0.054  44.035 
2004 TY364  36.127  41.288   4.5   20060306  249.6    1.2 140.5  24.9 0.067  38.708 
2004 SB60   37.339  46.501   4.4   20060306  107.8  308.8 280.0  23.9 0.109  41.920 
2004 EW95   26.990  52.458   7.0   20060306  342.9  204.1  25.8  29.2 0.321  39.724 
2003 UR292  26.762  37.675   7.0   20060306  347.4  248.4 146.5   2.7 0.169  32.219 
2003 OP32   38.557  47.809   4.1   20060306   57.9   68.5 182.9  27.2 0.107  43.183 
2003 FY128  37.085  62.596   5.0   20060306   18.0  175.4 341.7  11.8 0.256  49.840 
2002 WC19   35.218  60.242   5.1   20060306  304.4   45.1 109.7   9.2 0.262  47.730 
2002 PA149  35.833  51.180   6.1   20060306   73.1  152.3 105.6   4.0 0.176  43.506 
2002 KX14   37.402  40.598   4.4   20060306  250.6   67.7 286.8   0.4 0.041  39.000 
2001 UO18   28.229  50.696   7.1   20060306  327.6   48.1  36.4   3.7 0.285  39.462 
2001 KP77   36.015  51.941   7.0   20060306    5.6  217.9  21.9   3.3 0.181  43.978 
2001 KN77   29.876  48.836   7.0   20060306  303.9  279.2  45.3   2.4 0.241  39.356 
2001 KP76   35.534  52.009   6.6   20060306  284.3  302.5  42.7   7.2 0.188  43.772 
2001 KJ76   40.405  47.418   6.8   20060306  300.6  267.9  47.6   6.7 0.080  43.911 
2000 OY51   33.567  53.705   8.2   20060306  314.8   81.9 285.0  11.2 0.231  43.636 
1999 HC12   34.817  56.476   7.6   20060306   50.4   96.7  57.0  15.3 0.237  45.647 
1999 HT11   38.913  49.216   7.4   20060306  312.3  185.8  88.0   5.0 0.117  44.064 
1996 TQ66   34.600  43.904   7.1   20060306   10.6   19.5  10.8  14.7 0.119  39.252 
1998 US43   34.046  44.206   7.9   20060306   46.1  140.0 223.9  10.6 0.130  39.126 
1998 HK151  30.377  48.928   7.6   20060306   10.5  180.9  50.2   5.9 0.234  39.652 
2004 GV9    38.755  45.748   4.0   20060306   21.0  293.9 250.7  22.0 0.083  42.252 
2004 DW     30.722  48.050   2.3   20060306  160.6   72.7 268.7  20.6 0.220  39.386 
2001 QT297  42.680  45.250   5.5   20060306  144.4  238.4 304.7   2.6 0.029  43.965 
2001 KK76   41.926  43.474   6.3   20060306  313.4  215.3  87.0   1.9 0.018  42.700 
2001 KE76   42.068  44.383   6.7   20060306   80.3   47.8 113.0   0.5 0.027  43.226 
1999 RY215  34.558  55.697   7.1   20060306  334.9   50.8 326.6  22.2 0.234  45.128 
1999 OY3    36.303  51.452   6.8   20060306   49.3  304.6 301.8  24.2 0.173  43.878 
1998 KR65   42.208  44.784   6.8   20060306  239.5  334.1 101.9   1.2 0.030  43.496 
1998 HP151  40.334  48.194   7.4   20060306  305.5  247.5  56.0   1.5 0.089  44.264 
2003 VS2    36.431  42.146   4.2   20060306    2.2  113.2 302.7  14.8 0.073  39.289 
2002 VR128  28.921  49.624   5.7   20060306   59.2  287.6  23.1  14.0 0.264  39.272 
2001 FM185  36.411  41.157   6.8   20060306  275.3  109.6 150.7   5.4 0.061  38.784 
2000 CM105  39.577  45.020   6.3   20060306   81.7    8.0  45.8   3.8 0.064  42.299 
1999 DF9    39.795  53.564   6.1   20060306    6.8  178.2 334.9   9.8 0.147  46.679 
1999 CP133  32.051  38.131   7.5   20060306   31.6  160.0 334.2   3.2 0.087  35.091 
1997 CS29   43.317  44.569   5.1   20060306  310.7  231.6 304.4   2.2 0.014  43.943 
2002 XW93   28.081  46.763   5.5   20060306  125.0  247.1  46.9  14.4 0.250  37.422 
2000 PK30   33.807  43.443   7.3   20060306   49.8  126.3 127.4  33.8 0.125  38.625 
1998 WU31   31.917  46.276   8.0   20060306   32.2  141.3 237.2   6.6 0.184  39.096 
1998 WA25   41.529  43.184   7.2   20060306   74.2  206.5 136.4   1.0 0.020  42.357 
1998 WW24   30.561  48.025   7.5   20060306   29.0  146.1 234.0  14.0 0.222  39.293 
1999 RZ253  39.808  47.634   5.9   20060306   46.9  195.4  84.8   0.6 0.089  43.721 
1999 OF4    41.905  47.923   6.9   20060306   94.3   87.7 134.4   2.7 0.067  44.914 
2000 FD8    34.291  53.779   6.6   20060306  311.7   79.6 184.8  19.5 0.221  44.035 
2000 CH105  40.690  48.462   6.3   20060306  290.2  288.2 320.1   1.2 0.087  44.576 
1999 CL158  32.902  50.240   6.9   20060306   31.7  329.0 120.1  10.0 0.209  41.571 
1997 CQ29   39.945  50.900   6.6   20060306   45.4  338.9 132.6   2.9 0.121  45.423 
2002 VE95   27.976  50.331   5.3   20060306    6.5  207.0 199.9  16.4 0.285  39.154 
2002 UX25   36.479  48.573   3.6   20060306  281.1  278.8 204.6  19.5 0.142  42.526 
2002 TX300  37.802  48.374   3.3   20060306   61.5  338.6 324.6  25.9 0.123  43.088 
2002 AW197  41.159  53.581   3.3   20060306  281.8  294.5 297.5  24.4 0.131  47.370 
1999 HU11   41.559  47.205   6.6   20060306  292.6  235.6  51.5   0.4 0.064  44.382 
1998 HM151  41.931  47.366   7.9   20060306  307.0  243.4  64.0   0.5 0.061  44.649 
2002 LM60   42.002  45.094   2.6   20060306  280.7  149.7 188.8   8.0 0.035  43.548 
1999 RA215  38.629  47.526   7.3   20060306  292.8  270.2 132.3  22.5 0.103  43.078 
2000 GN171  28.293  51.159   6.0   20060306  354.6  194.9  26.1  10.8 0.288  39.726 
1999 TC36   30.566  47.918   4.9   20060306  346.6  295.0  97.1   8.4 0.221  39.242 
2000 PV29   42.827  44.045   8.0   20060306   79.5   58.2 173.3   1.2 0.014  43.436 
1999 KR16   34.013  64.470   5.8   20060306  335.4   58.0 205.6  24.8 0.309  49.241 
2000 EB173  28.548  50.992   4.7   20060306  347.5   67.4 169.3  15.5 0.282  39.770 
1999 HX11   33.222  45.199   6.7   20060306   82.7   82.3  10.0  12.7 0.153  39.210 
1998 SN165  36.181  39.348   5.8   20060306  267.0  269.1 192.1   4.6 0.042  37.764 
1998 VG44   29.346  48.949   6.5   20060306  348.3  324.7 128.0   3.0 0.250  39.148 
1997 CU29   41.846  45.189   6.6   20060306  231.5  264.7 350.4   1.5 0.038  43.517 
1995 QY9    29.207  49.777   7.5   20060306  359.8   25.0 342.1   4.8 0.260  39.492 
2001 KX76   30.067  49.180   3.2   20060306  266.9  299.1  71.0  19.6 0.241  39.623 
1998 SM165  29.909  64.983   5.8   20060306   34.7  130.4 183.2  13.5 0.370  47.446 
1998 HJ151  41.270  45.930   7.5   20060306   53.5  131.5  50.4   2.4 0.053  43.600 
1997 QJ4    30.425  47.970   7.5   20060306  322.6   82.6 346.9  16.6 0.224  39.198 
1995 SM55   37.368  45.932   4.8   20060306  314.0   72.7  21.1  27.1 0.103  41.650 
1996 TR66   28.652  66.713   7.5   20060306   42.9  308.7 343.1  12.4 0.399  47.683 
1995 QZ9    33.638  44.922   7.9   20060306   45.7  141.8 188.1  19.6 0.144  39.280 
2000 WR106  40.740  45.168   3.7   20060306   96.2  267.2  97.3  17.2 0.052  42.954 
1998 WH24   40.929  50.269   4.9   20060306  325.1   59.1  50.0  12.1 0.102  45.599 
1996 TO66   37.904  48.418   4.5   20060306  124.0  239.5 355.3  27.5 0.122  43.161 
1996 SZ4    29.363  49.414   8.2   20060306  352.6   30.3  16.0   4.7 0.255  39.388 
1994 VK8    41.184  44.208   7.0   20060306  248.7  118.5  72.4   1.5 0.035  42.696 
1994 JQ1    42.016  46.743   6.9   20060306  318.0  245.4  25.6   3.7 0.053  44.379 
1997 CR29   37.215  57.078   7.2   20060306   55.8  302.0 127.2  19.1 0.211  47.146 
1996 TP66   26.360  52.042   6.8   20060306    8.6   75.2 316.8   5.7 0.328  39.201 
1995 DA2    33.768  39.278   8.1   20060306   37.8  337.3 127.5   6.6 0.075  36.523 
1994 TB     26.951  51.605   7.1   20060306  341.0   99.2 317.4  12.1 0.314  39.278 
1994 JR1    34.741  44.381   7.7   20060306   14.6  102.0 144.7   3.8 0.122  39.561 
1994 JS     33.110  51.763   7.8   20060306  338.1  236.4  56.3  14.0 0.220  42.437 
1994 GV9    41.259  46.817   7.4   20060306   55.6  310.7 176.7   0.6 0.063  44.038 
1993 SC     32.102  46.631   6.9   20060306   52.1  315.9 354.7   5.2 0.185  39.367 
1993 SB     26.719  51.572   7.7   20060306  335.2   79.5 354.9   1.9 0.317  39.146 
1992 QB1    40.868  46.613   7.2   20060306   15.7    1.6 359.4   2.2 0.066  43.740 
